Date,Rank,Title,Author,Publisher,Description
11-11-1979,14,WAR AND REMEMBRANCE,Herman Wouk,"Little, Br own,",
11-11-1979,15,THE THIRD WORLD WAR: August 1985,General Sir  John Hackett and Other,,
07-21-2002,1,THE REMNANT,Tim LaHaye and Jerry B. Jenkins,"Tyndale,",
07-21-2002,10,"of the ""Left Behind"" series, in which the forces  of good battle the forces of evil",,,
07-21-2002,2,THE BEACH HOUSE,James Patterson and Peter de Jonge,,
07-21-2002,3,SUNSET IN ST. TROPEZ,Danielle Steel,"Delacor te,",
07-21-2002,4,THE LOVELY BONES,Alice Sebold,"Little, Brown ,",
07-21-2002,5,HARD EIGHT,Janet Evanovich,"St. Martin's,",
07-21-2002,6,THE NANNY DIARIES,Emma McLaughlin and Nicola Kraus,,
07-21-2002,7,THE EMPEROR OF OCEAN PARK,Stephen L. Carter,"Knopf,",
07-21-2002,8,FIRE ICE,Clive Cussler with Paul Kemprecos,"Putnam,",
07-21-2002,9,THE SHELTERS OF STONE,Jean M.Auel,"Crown,",
07-21-2002,10,THE DIVE FROM CLAUSEN'S PIER,Ann Packer,"Kn opf,",
07-21-2002,11,MOUNT VERNON LOVE STORY,Mary Higgins Clark,,
07-21-2002,1969,"under the title ""Aspire to the Heavens."" 11 3",,,
07-21-2002,12,IN THIS MOUNTAIN,Jan Karon,"Viking,",
07-21-2002,13,THE MULBERRY TREE,Jude Deveraux,"Atria,",
07-21-2002,14,CHOPPING SPREE,Diane Mott Davidson,"Bantam,",
07-21-2002,15,THE SUMMONS,John Grisham,"Doubleday,",
02-11-1962,1,FRANNY AND ZOOEY,J.D. Salinger,"Little, Brow n and Company.",
02-11-1962,2,THE AGONY AND THE ECSTASY,Irving Stone,Doub leday and Company.,
02-11-1962,3,TO KILL A MOCKINGBIRD,Harper Lee,J.B. Lippi ncott Company.,
02-11-1962,4,A PROLOGUE TO LOVE,Taylor Caldwell,Doubleda y and Company.,
02-11-1962,5,LITTLE ME,Patrick Dennis,E.P. Dutton and Co mpany.,
02-11-1962,6,DAUGHTER OF SILENCE,Morris L. West,William Morrow and Company.,
02-11-1962,7,SPIRIT LAKE,MacKinlay Kantor,World Publishi ng.,
02-11-1962,8,CHAIRMAN OF THE BORED,Edward Streeter,Harpe r and Brothers.,
02-11-1962,9,THE IVY TREE,Mary Stewart,William Morrow an d Company.,
02-11-1962,10,THE CARPETBAGGERS,Harold Robbins,Trident P ress.,
02-11-1962,11,THE INCREDIBLE JOURNEY,Sheila Burnford,"Lit tle, Brown and Company.",
02-11-1962,12,"CAPTAIN NEWMAN, M.D.",Leo Calvin Rosten,Har per Collins.,
02-11-1962,13,TWILIGHT OF HONOR,Al Dewlen,McGraw-Hill.,
02-11-1962,14,KIRKLAND REVELS,Victoria Holt,Doubleday an d Company.,
02-11-1962,15,I MET A LADY,Howard Spring,Harper and Brot hers.,
02-11-1962,16,THE JUDAS TREE,A.J. Cronin,"Little, Brown a nd Company.",
03-10-1985,1,IF TOMORROW COMES,Sidney Sheldon,"Morrow,",
03-10-1985,2,FAMILY ALBUM,Danielle Steel,"Delacorte,",
03-10-1985,3,GLITZ,Elmore Leonard,"Arbor House,",
03-10-1985,4,THE SICILIAN,Mario Puzo,"Linden Press/ Simon  & Schuster,",
03-10-1985,5,THE FINISHING SCHOOL,Gail Godwin,"Viking,",
03-10-1985,6,THE TALISMAN,Stephen King and Peter Straub,"Viking,",
03-10-1985,7,"SO LONG, AND THANKS FOR ALL THE FISH",Douglas Adams,,
03-10-1985,8,THE LIFE AND HARD TIMES OF HEIDI ABROMOWITZ,J oan Rivers,,
03-10-1985,9,MOSCOW RULES,Robert Moss,"Villard Books,",
03-10-1985,10,THINNER,Richard Bachman,"NAL Books,",
03-10-1985,11,SEE YOU LATER ALLIGATOR,William F. Buckley J r,"Doubleday,",
03-10-1985,12,THE TITAN,Fred Mustard Stewart,"Simon & Sch uster,",
03-10-1985,13,ILLUSIONS OF LOVE,Cynthia Freeman,"Putnam,",
03-10-1985,14,LOVE AND WAR,John Jakes,"Harcourt Brace Jov anovich,",
03-10-1985,15,MEXICO SET,Len Deighton,"Knopf,",
04-07-1963,1,"RAISE HIGH THE ROOF BEAM, CARPENTERS",J.D. Salin ger,,
04-07-1963,2,SEVEN DAYS IN MAY,Fletcher Knebel and Charles W . Bailey II,,
04-07-1963,3,THE SAND PEBBLES,Richard McKenna,Harper and  Row.,
04-07-1963,4,FAIL-SAFE,Eugene Burdick and Harvey Wheeler,McGraw-Hill.,
04-07-1963,5,THE MOONSPINNERS,Mary Stewart,William Morro w and Company.,
04-07-1963,6,THE MOONFLOWER VINE,Jetta Carleton,Simon an d Schuster.,
04-07-1963,7,TRIUMPH,Philip Wylie,Doubleday and Company.,
04-07-1963,8,$100 MISUNDERSTANDING,Robert Gover,Ballanti ne Books.,
04-07-1963,9,THE CENTAUR,John Updike,Alfred A. Knopf.,
04-07-1963,10,A SHADE OF DIFFERENCE,Allen Drury,Doubleda y and Company.,
05-21-1995,1,THE RAINMAKER,John Grisham,"Doubleday,",
05-21-1995,2,LET ME CALL YOU SWEETHEART,Mary Higgins Clark ,,
05-21-1995,3,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
05-21-1995,4,LADDER OF YEARS,Anne Tyler,"Knopf,",
05-21-1995,5,POLITICALLY CORRECT BEDTIME STORIES,James Fin n Garner,,
05-21-1995,6,MOO,Jane Smiley,"Knopf,",
05-21-1995,7,BEAUTY FROM ASHES,Eugenia Price,"Doubleday,",
05-21-1995,8,THE BRIDGES OF MADISON COUNTY,Robert James Wa ller,,
05-21-1995,9,ONCE UPON A MORE ENLIGHTENED TIME,James Finn Garner,,
05-21-1995,10,BORDER MUSIC,Robert James Waller,"Warner,",
05-21-1995,11,A DOG'S LIFE,Peter Mayle,"Knopf,",
05-21-1995,12,THE CAROUSEL,Belva Plain,"Delacorte,",
05-21-1995,13,CHILDREN OF THE JEDI,Barbara Hambly,"Spectr a/Bantam,",
05-21-1995,14,MUTANT MESSAGE DOWN UNDER,Marlo Morgan,"Har perCollins,",
05-21-1995,15,PHENOMENAL WOMAN,Maya Angelou,"Random House ,",
06-04-1944,1,STRANGE FRUIT,Lillian Smith,Reynal & Hitchc ock.,
06-04-1944,2,THE RAZOR'S EDGE,Somerset Maugham,"Doubleday , Doran.",
06-04-1944,3,A TREE GROWS IN BROOKLYN,Betty Smith,Harper .,
06-04-1944,4,A BELL FOR ADANO,John Hersey,Knopf.,
06-04-1944,5,THE ROBE,Lloyd C. Douglas,Houghton Mifflin.,
05-06-1984,1,THE AQUITAINE PROGRESSION,Robert Ludlum,"Ran dom House,",
05-06-1984,2,THE HAJ,Leon Uris,"Doubleday,",
05-06-1984,3,THE BUTTER BATTLE BOOK,Dr. Seuss,"Random Hou se,",
05-06-1984,4,HERETICS OF DUNE,Frank Herbert,"Putnam,",
05-06-1984,5,THE DANGER,Dick Francis,"Putnam,",
05-06-1984,6,PET SEMATARY,Stephen King,"Doubleday,",
05-06-1984,7,ONE MORE SUNDAY,John D. MacDonald,"Knopf,",
05-06-1984,8,LORD OF THE DANCE,Andrew M. Greeley,"Bernard  Geis/Warner,",
05-06-1984,9,SMART WOMEN,Judy Blume,"Putnam,",
05-06-1984,10,ALMOST PARADISE,Susan Isaacs,"Harper & Row ,",
05-06-1984,11,POLAND,James A. Michener,"Random House,",
05-06-1984,12,FLOODGATE,Alistair MacLean,"Doubleday,",
05-06-1984,13,THE NAME OF THE ROSE,Umberto Eco,,
05-06-1984,14,WARDAY,Whitley Strieber and James W. Kunetka ,"Holt,",
05-06-1984,15,NIGHT SKY,Clare Francis,"Morrow,",
05-06-1984,16,UNTO THIS HOUR,Tom Wicker,"Viking,",
05-06-1984,17,"WHO KILLED THE ROBINS FAMILY?, created by Bill A dler and written by",,,
11-12-2000,1,THE LAST PRECINCT,Patricia Cornwell,"Putnam,",
11-12-2000,2,MERRICK,Anne Rice,"Knopf,",
11-12-2000,3,PRODIGAL SUMMER,Barbara Kingsolver,"HarperCo llins,",
11-12-2000,4,DROWNING RUTH,Christina Schwarz,"Doubleday,",
11-12-2000,5,THE RESCUE,Nicholas Sparks,"Warner,",
11-12-2000,6,SHOPGIRL,Steve Martin,"Hyperion,",
11-12-2000,7,THE BEAR AND THE DRAGON,Tom Clancy,"Putnam,",
11-12-2000,8,WISH YOU WELL,David Baldacci,"Warner,",
11-12-2000,9,DECK THE HALLS,Mary Higgins Clark and Carol H iggins Clark,,
11-12-2000,10,THE CAROUSEL,Richard Paul Evans,"Simon & Sc huster,",
11-12-2000,11,THE SKY IS FALLING,Sidney Sheldon,"Morrow,",
11-12-2000,12,THE DEVIL'S CODE,John Sandford,"Putnam,",
11-12-2000,13,HOME FOR THE HOLIDAYS,Johanna Lindsey,"Morr ow,",
11-12-2000,14,DUNE: House Harkonnen,Brian Herbert and Kevi n J. Anderson,,
11-12-2000,15,OPEN HOUSE,Elizabeth Berg,"Random House,",
12-23-2018,1,THE RECKONING,John Grisham,Doubleday.,
12-23-2018,2,OF BLOOD AND BONE,Nora Roberts,St. Martin's .,
12-23-2018,3,FIRE AND BLOOD,George R.R. Martin,Bantam.,
12-23-2018,4,EVERY BREATH,Nicholas Sparks,Grand Central.,
12-23-2018,5,TARGET: ALEX CROSS,James Patterson,"Little, Brown.",
12-23-2018,6,PAST TENSE,Lee Child,Delacorte.,
12-23-2018,7,THE NEXT PERSON YOU MEET IN HEAVEN,Mitch Albo m,Harper.,
12-23-2018,8,LONG ROAD TO MERCY,David Baldacci,Grand Cen tral.,"Atlee Pine, an F.B"
12-23-2018,9,KINGDOM OF THE BLIND,Louise Penny,Minotaur.,
12-23-2018,10,NINE PERFECT STRANGERS,Liane Moriarty,Flat iron.,
12-23-2018,11,WHERE THE CRAWDADS SING,Delia Owens,Putnam .,
12-23-2018,12,LOOK ALIVE TWENTY-FIVE,Janet Evanovich,Put nam.,
12-23-2018,13,ELEVATION,Stephen King,Scribner.,
12-23-2018,14,TOM CLANCY: OATH OF OFFICE,Marc Cameron,Pu tnam.,
12-23-2018,15,DARK SACRED NIGHT,Michael Connelly,"Little,  Brown.",
06-14-1992,1,"OH, THE PLACES YOU'LL GO! by Dr. Seuss. (Random H ouse, $12.95.) The",,,
06-14-1992,2,JEWELS,Danielle Steel,"Delacorte,",
06-14-1992,3,DARK FORCE RISING,Timothy Zahn,"Spectra/Bant am,",
06-14-1992,4,SAHARA,Clive Cussler,"Simon & Schuster,",
06-14-1992,5,THE PELICAN BRIEF,John Grisham,"Doubleday,",
06-14-1992,6,ALL AROUND THE TOWN,Mary Higgins Clark,"Simo n & Schuster,",
06-14-1992,7,JAZZ,Toni Morrison,"Knopf,",
06-14-1992,8,"""I"" IS FOR INNOCENT",Sue Grafton,"Holt,",
06-14-1992,9,THE LIVING,Annie Dillard,"HarperCollins,",
06-14-1992,10,TURTLE MOON,Alice Hoffman,"Putnam,",
06-14-1992,11,WAITING TO EXHALE,Terry McMillan,"Viking,",
06-14-1992,12,FRENCH SILK,Sandra Brown,"Warner,",
06-14-1992,13,RISING SUN,Michael Crichton,"Knopf,",
06-14-1992,14,THE ROAD TO OMAHA,Robert Ludlum,"Random Hou se,",
06-14-1992,15,"DISNEY'S BEAUTY AND THE BEAST. (Gallery Books/Pe nguin USA, $6.98.) A",,,
04-06-1942,1,THE MOON IS DOWN,John Steinbeck,Viking.,
04-06-1942,2,DRAGON SEED,Pearl S. Buck,Day.,
04-06-1942,3,WINDSWEPT,Mary Ellen Chase,Macmillan.,
04-06-1942,4,FRENCHMAN'S CREEK,Daphne du Maurier,"Doubled ay, Doran.",
04-06-1942,5,THE SUN IS MY UNDOING,Marguerite Steen,Viki ng.,
05-31-1943,1,THE ROBE,Lloyd C. Douglas,Houghton Mifflin.,
05-31-1943,2,THE VALLEY OF DECISION,Marcia Davenport,Scr ibner.,
05-31-1943,3,GIDEON PLANISH,Sinclair Lewis,Random House.,
05-31-1943,4,CAPRICORNIA,Xavier Herbert,Appleton-Century .,
05-31-1943,5,THE HUMAN COMEDY,William Saroyan,"Harcourt, Brace.",
07-04-1982,1,THE PRODIGAL DAUGHTER,Jeffrey Archer,"Linden  Press,",
07-04-1982,2,THE PARSIFAL MOSAIC,Robert Ludlum,"Random Ho use,",
07-04-1982,3,THE MAN FROM ST. PETERSBURG,Ken Follett,"Mor row,",
07-04-1982,4,EDEN BURNING,Belva Plain,"Delacorte,",
07-04-1982,5,THE ONE TREE,Stephen R. Donaldson,"Ballantin e/Del Rey,",
07-04-1982,6,FOR SPECIAL SERVICES,John Gardner,,
