Author,Number of List Appearances - Author,Genre
Lois Gould,7,Fiction
Lois McMaster B ujold,1,Fiction
Lolly Winston,5,Fiction
Loni Anderson with Lar kin Warren,2,Non-fiction
Lonnie Coleman,8,Fiction
Lorenzo Carcaterra,12,Non-fiction
Loretta L ynn with George Vecsey,5,Non-fiction
Loretta Lynn with George Vecsey,3,Non-fiction
Loretta Lynn with Patsi B ale Cox,4,Non-fiction
Loretta Lynn with Patsi Ba le Cox,1,Non-fiction
Lori Gottli eb,3,Non-fiction
Lori Gottlie b,5,Non-fiction
Lori Gottlieb,19,Non-fiction
Lorraine Zenka,7,Non-fiction
Lorrie Moore,7,Fiction
Lothar-Guenther Buchheim,3,Fiction
Lothar-Gunther Buchheim,1,Fiction
Lou Dobbs,3,Non-fiction
Lou Holitz with John Hei sler,3,Non-fiction
Lou Holitz with John Heis ler,1,Non-fiction
Lou Holtz,5,Non-fiction
Lou Michel and Dan Herbec k,1,Non-fiction
Lou Michel and Dan Herbeck ,3,Non-fiction
Louis Adamic,14,Non-fiction
Louis Anderson,1,Non-fiction
Louis Auchincloss,140,Fiction
Louis Binstock,3,Non-fiction
Louis Bromfield,153,Fiction
Louis E. Bisch,1,Non-fiction
Louis Falstein,1,Fiction
Louis Fischer,5,Non-fiction
Louis Francis Budenz,6,Non-fiction
Louis Golding,11,Fiction
Louis J. Freeh with Howard Means,3,Non-fiction
Louis Joseph Halle,2,Non-fiction
Louis Kronenberger,2,Fiction
Louis L'Amou r,5,Fiction
Louis L'Amour,142,Fiction
Louis L'Amour ,1,Fiction
Louis Menand,1,Non-fiction
Louis Nizer,113,Non-fiction
Louis O. Kelso and Mor timer J. Adler,3,Non-fiction
Louis P. Lochner,7,Non-fiction
Louis Zamperini  and David Rensin,1,Non-fiction
Louis Zamperini and David Rensin,1,Non-fiction
Louis-Ferdinand  Celine,1,Fiction
Louisa May Alcott,1,Fiction
Louise A. Stinetorf,9,Fiction
Louise Aronson,1,Non-fiction
Louise Baker,8,Non-fiction
Louise D. Rich,1,Non-fiction
Louise Dickinson Rich,10,Non-fiction
Louise Erdrich,39,Fiction
Louise Erdrich ,1,Fiction
Louise Hall Tharp,59,Non-fiction
Louise Penny,46,Fiction
Lowell Jackson Thomas,1,Non-fiction
Lowell Thomas,1,Non-fiction
Lowell Thomas Jr,32,Non-fiction
Luanne Rice,3,Fiction
Luc inda Williams,1,Non-fiction
"Lucia Berlin, ed ited by Stephen Emerson",1,Fiction
Lucian K. Truscott IV,13,Fiction
Luciano Pavarotti wi th William Wright,3,Non-fiction
Luciano Pavarotti wit h William Wright,7,Non-fiction
Lucien Pric e,4,Non-fiction
Lucille Ball with Betty Hannah Ho ffman,5,Non-fiction
Lucille Ball with Betty Hannah Hof fman,3,Non-fiction
Lucius Beebe and Charles Cleg g,5,Non-fiction
Lucius Beebe and Charles Clegg,5,Non-fiction
Lucius Beebe and Charles Clegg ,2,Non-fiction
Lucius Du Bignon Clay,8,Non-fiction
Lucius Morris Beebe,8,Non-fiction
Lucy Foley,50,Fiction
Lucy Freeman,16,Non-fiction
Lucy Herndon Crockett,1,Fiction
Lucy Score,3,Fiction
Ludwig Bemelmans,39,Non-fiction
Ludwig Lewisohn,1,Fiction
Luigi Barzini,38,Non-fiction
Luis Alberto Urrea,1,Fiction
Luis Elizondo,4,Non-fiction
Luke Russert,7,Non-fiction
Lydia Kirk,14,Non-fiction
Lyndon Baines Johnson,5,Non-fiction
Lynette Rice,1,Non-fiction
Lynn Caine,1,Non-fiction
Lynn V. Andrews,6,Non-fiction
Lynn Vincent and Sara Vladic,7,Non-fiction
Lynne Cheney,4,Non-fiction
Lynne Olson,4,Non-fiction
Lynne Spears with Lorilee C raker,1,Non-fiction
Lynne Spears with Lorilee Craker,1,Non-fiction
Lynne Truss,47,Non-fiction
Lynsey Addario,3,Non-fiction
Lyz Lenz,1,Non-fiction
M atthew Perry,28,Non-fiction
M. C. Phillips,5,Non-fiction
M. L. Stedman,8,Fiction
M. Scot t Peck,17,Non-fiction
M. Scott  Peck,5,Non-fiction
M. Scott P eck,3,Non-fiction
M. Scott Peck,53,Non-fiction
M.L. Wang,1,Fiction
M.M. Kaye,43,Fiction
M.P. Woodward,2,Fiction
Ma rgaret,2,Non-fiction
Mabel Seeley,7,Fiction
Mac Hyman,66,Fiction
MacKinlay Kantor,77,Fiction
Mackenzie Phillips with Hila ry Liftin,2,Non-fiction
Mackenzie Phillips with Hilar y Liftin,2,Non-fiction
Madeleine Albrig ht with Bill Woodward,3,Non-fiction
Madeleine Albrigh t with Bill Woodward,4,Non-fiction
Madeleine Albright,1,Non-fiction
Madeleine Albright with B ill Woodward,4,Non-fiction
Madeleine Albright with Bi ll Woodward,5,Non-fiction
Madeleine Albright with Bill  Woodward,2,Non-fiction
Madeleine Albright with Bill W oodward,1,Non-fiction
Madeleine Albright with Bill Wo odward,3,Non-fiction
Madeleine Albright with Bill Woodward,6,Non-fiction
Madeline Miller,16,Fiction
Madison Cooper,10,Fiction
Madonna,10,Non-fiction
Maeve Binchy,114,Fiction
Maggie Haberman,4,Non-fiction
Maggie O'Farrell,5,Fiction
Maggie S mith,3,Non-fiction
Maggie Scarf,18,Non-fiction
Maggie Shipstead,2,Fiction
Maggie Sm ith,1,Non-fiction
Magnum photographers,5,Non-fiction
Mai Corland,3,Fiction
Major General Charles A.  Willoughby and John,7,Non-fiction
Major General J.B. Medar is and Arthur,1,Non-fiction
Malachi Martin,14,Non-fiction
Malachy McCourt,16,Non-fiction
Malala Yousafzai with Christina L amb,24,Non-fiction
Malala Yousafzai with Christina Lamb,26,Non-fiction
Malcolm Bosse,6,Fiction
Malcolm Forbes wi th Jeff Bloch,4,Non-fiction
Malcolm Gladwell,303,Non-fiction
Malcolm Gladwell ,7,Non-fiction
Malcolm Lowry,8,Fiction
Malcolm Nance,10,Non-fiction
Malcolm W. Binga y,22,Non-fiction
Malika Oufkir and Michele Fitou ssi,6,Non-fiction
Malika Oufkir and Michèle Fitous si,13,Non-fiction
Mallory Factor,1,Non-fiction
Malvina Hoffman,4,Non-fiction
Manning Marable,3,Non-fiction
"Manuel J. Smith , Ph.D",1,Non-fiction
"Manuel J. Smith,  Ph.D",3,Non-fiction
Manuel Komroff,1,Fiction
Mao Tse-T ung,2,Non-fiction
Marabel Morgan,7,Non-fiction
Marc A. Thiessen,1,Non-fiction
Marc Cameron,17,Fiction
Marc Cameron ,1,Fiction
Marc Eliot,7,Non-fiction
"Marc Gonsalves, Keith Stans ell, Tom Howes and Gary",1,Non-fiction
"Marc Gonsalves, Keith Stanse ll, Tom Howes and Gary",3,Non-fiction
Marc Goodman,2,Non-fiction
Marc Rivette,2,Fiction
Marchette Chute,2,Non-fiction
Marcia Chellis,6,Non-fiction
Marcia Clark with Teresa Car penter,3,Non-fiction
Marcia Clark with Teresa Carp enter,6,Non-fiction
Marcia Davenport,132,Fiction
Marcie Hans,5,Non-fiction
Marcie Walsh with Michael M alone,4,Fiction
Marco Rubio,3,Non-fiction
Marcus Goodrich,11,Fiction
Marcus Luttrell and James D. Hornfis cher,2,Non-fiction
Marcus Luttrell and James D. Hornfisc her,2,Non-fiction
Marcus Luttrell with Patrick R obinson,21,Non-fiction
Marcus Luttrell with Patrick Ro binson,17,Non-fiction
Marcus Samuelsson,6,Non-fiction
Marek Halter,6,Fiction
Margar et Bradford,2,Non-fiction
Margaret A. Salinger,2,Non-fiction
Margaret A. Stranger,4,Non-fiction
Margaret Armstrong,21,Non-fiction
Margaret Atwood,71,Fiction
Margaret Ayer Barnes,8,Fiction
Margaret Bourke-White,3,Non-fiction
Margaret Bradford B oni,12,Non-fiction
Margaret Campbell Barnes,1,Fiction
Margaret Carpenter,2,Fiction
Margaret Case Harriman,9,Non-fiction
Margaret Case Harriman ,2,Non-fiction
Margaret Craven,17,Fiction
Margaret Craven ,3,Fiction
Margaret Echard,2,Fiction
Margaret Halsey,29,Non-fiction
Margaret Hennig and An ne Jardim,9,Non-fiction
Margaret Hennig and Ann e Jardim,3,Non-fiction
Margaret Irwin,3,Fiction
Margaret Kennedy,19,Fiction
Margaret L. Coit,7,Non-fiction
Margaret Landon,20,Non-fiction
Margaret Leech,10,Non-fiction
Margaret MacMillan,2,Non-fiction
Margaret Mead,1,Non-fiction
Margaret Mitchell,64,Fiction
Margaret Mitchell. Edited by Deb ra Freer,1,Fiction
Margaret Mitchell. Edited by Debr a Freer,1,Fiction
Margaret Renkl,1,Non-fiction
Margaret Thatcher,8,Non-fiction
Margaret Trudeau,5,Non-fiction
Margaret Truman,34,Non-fiction
Margaret Truman ,5,Fiction
Margaret Wander Bonanno,6,Fiction
Margaret Weis and  Tracy Hickman,2,Fiction
Margaret Weis and Tr acy Hickman,3,Fiction
Margaret Weis and Tra cy Hickman,2,Fiction
Margaret Weis and Tracy Hic kman,2,Fiction
Margaret Weis and Tracy Hickman,1,Fiction
Margarette Byers with Consuelo Kamholz,6,Non-fiction
Margery Sharp,61,Fiction
Marghanita Laski,3,Fiction
Margot Fonteyn,2,Non-fiction
Margot Fonteyn ,3,Non-fiction
Margot Lee Shetterly,9,Non-fiction
Margot Oxford,1,Non-fiction
Margot Robbie and And rew Mukamal,1,Non-fiction
Margot Robbie and Andr ew Mukamal,1,Non-fiction
Marguerite Cassini,1,Non-fiction
Marguerite Courtney,11,Non-fiction
Marguerite Cullman,1,Non-fiction
Marguerite Duras,9,Fiction
Marguerite Higgins,6,Non-fiction
Marguerite Steen,58,Fiction
Marguerite Yourcenar,21,Fiction
Mari Sandoz,13,Non-fiction
Mari Sandoz. 14 11,1,Non-fiction
Maria Bamford,1,Non-fiction
Maria Dermout,1,Fiction
Maria Flook,5,Non-fiction
Maria Goodavage,1,Non-fiction
Maria Popova,2,Non-fiction
Maria Riva,8,Non-fiction
Maria Semple,6,Fiction
Maria Sharapova with Rich Cohen,1,Non-fiction
Mariah Carey wit h Michaela Angela,1,Non-fiction
Mariah Carey with  Michaela Angela,1,Non-fiction
Mariah Carey with  Michaela Angela Davis,1,Non-fiction
Marian Burros,11,Non-fiction
Marian Castle,5,Fiction
Marian Sims,1,Fiction
Mariano Rivera with Wayne Coffey,9,Non-fiction
Marie Benedict,6,Fiction
Marie Benedict and Vi ctoria Christopher Murray,3,Fiction
Marie Benedict and Vic toria Christopher Murray,2,Fiction
Marie Benedict and Victoria  Christopher Murray,1,Fiction
Marie Osmon d with Marcia Wilkie,3,Non-fiction
Marie Osmond  with Marcia Wilkie,1,Non-fiction
Marie Osmond with Marcia Wi lkie and Judith Moore,1,Non-fiction
Marie Osmond with Marcia Wil kie and Judith Moore,1,Non-fiction
Marie Vassiltchiko v,2,Non-fiction
Marie Yovanovitch,3,Non-fiction
Marie of Rumania,1,Non-fiction
"Marie, Grand Duchess of R ussia",3,Non-fiction
Marilyn Durham,1,Fiction
Marilyn French,51,Fiction
Marilyn Manso n with Neil Strauss,4,Non-fiction
Marilyn Manson  with Neil Strauss,5,Non-fiction
Marilynne Robinson,16,Fiction
Marin Katusa,1,Non-fiction
Marina Keegan,5,Non-fiction
Mario Puzo,137,Fiction
Mario Puzo. Completed by Carol Gi no,1,Fiction
Mario Soldati,5,Fiction
Mario Vargas Llo sa,1,Fiction
Marion Burros,1,Non-fiction
Marion Crawford,37,Non-fiction
Marion Hargrove,29,Non-fiction
Marion Zimmer Bradley,13,Fiction
Marisa Meltzer,1,Non-fiction
Marisa de los Santos,4,Fiction
Marisha Pe ssi,3,Fiction
Marisha Pessl,3,Fiction
Maritta Wolf,9,Fiction
Marja Mills,5,Non-fiction
Marjorie Carleton,1,Fiction
Marjorie Hillis,31,Non-fiction
Marjorie Holmes,2,Fiction
Marjorie Housepian,4,Fiction
Marjorie K. Rawlings,1,Fiction
Marjorie Kinnan Rawling s,2,Fiction
Marjorie Kinnan Rawlings,58,Fiction
Marjorie Rawlings,10,Non-fiction
Mark,1,Non-fiction
Mark Adams,1,Non-fiction
Mark Bowden,19,Non-fiction
Mark Fainaru-Wada and Lance W illiams,4,Non-fiction
Mark Fainaru-Wada and Lance Williams,1,Non-fiction
Mark Frost,3,Fiction
Mark Fuhrman,12,Non-fiction
Mark G reaney,2,Fiction
Mark Gr eaney,4,Fiction
Mark Greane y,5,Fiction
Mark Greaney,18,Fiction
Mark Greaney and Hunter Ripley Raw lings IV,1,Fiction
Mark Haddon,10,Fiction
Mark Halperin and John Heilemann,2,Non-fiction
Mark Halperin and John Heilemann ,1,Non-fiction
Mark Harmon and Leon Carr oll Jr,4,Non-fiction
Mark Harmon and Leon Carro ll Jr,4,Non-fiction
Mark Harris,1,Non-fiction
Mark Helprin,33,Fiction
Mark Kriegel,5,Non-fiction
Mark Lane,42,Non-fiction
Mark Leibovich,14,Non-fiction
Mark Mathabane,2,Non-fiction
Mark Mazzetti,3,Non-fiction
Mark Owen with Kevin Maurer,34,Non-fiction
Mark Pomerantz,1,Non-fiction
Mark R. Lev in,1,Non-fiction
Mark R. Levi n,6,Non-fiction
Mark R. Levin,118,Non-fiction
Mark Rascovich,13,Fiction
Mark Schore r,10,Non-fiction
Mark Singer,8,Non-fiction
Mark Steyn,6,Non-fiction
Mark Sullivan,2,Non-fiction
Mark T. Esper,2,Non-fiction
Mark Twa in,3,Non-fiction
Mark Twai n,16,Non-fiction
Mark Twain,19,Non-fiction
Mark Twain ,1,Non-fiction
Mark W. Clark,5,Non-fiction
Mark Winegardner,6,Fiction
Mark Z. Danielewski,1,Fiction
Mark and Delia Owen,4,Non-fiction
Marley Cole,9,Non-fiction
Marlo Morgan,31,Fiction
Marlo Thomas,2,Non-fiction
Marlon Bra ndo with Robert Lindsey,3,Non-fiction
Marlon Bran do with Robert Lindsey,1,Non-fiction
Marlon James,7,Fiction
Marquis James,20,Non-fiction
Marquis William Childs,5,Fiction
Marquis William Childs ,9,Non-fiction
Marquis William Childs . -- 1,1,Non-fiction
Marrijane and Joseph Hayes,1,Fiction
Marshall B. Davidson,2,Non-fiction
Martha Dodd,4,Non-fiction
Martha Gellhorn,1,Fiction
Martha Grimes,37,Fiction
Martha Grimes ,1,Fiction
Martha Hall Kelly,12,Fiction
Martha MacCallum,5,Non-fiction
Martha Teichner,1,Non-fiction
Martha Weinman Lear,13,Non-fiction
Martha Wells,2,Fiction
Martin Amis,3,Fiction
Martin Boyd,8,Fiction
Martin Cruz Smith,71,Fiction
Martin Dibner,6,Fiction
Martin Lindstrom,1,Non-fiction
Martin Mayer,54,Non-fiction
Martin Russ,8,Non-fiction
Martina Navratilova with George Vecs ey,3,Non-fiction
Martina Navratilova with George Vecse y,7,Non-fiction
Marty Makary,5,Non-fiction
Marvin Kalb and Ted  Koppel,1,Fiction
Mary Alice Monr oe,1,Fiction
Mary Alice Monroe,4,Fiction
Mary Ann,33,Fiction
Mary Astor,7,Non-fiction
Mary Ayer Barnes,6,Fiction
Mary Balogh,3,Fiction
Mary Bard,10,Non-fiction
Mary Barelli Ga llagher,14,Non-fiction
Mary Beard,11,Non-fiction
Mary Beth Chapman and Ellen Vaughn,2,Non-fiction
Mary Beth Keane,7,Fiction
Mary Carey,6,Fiction
Mary Cunningham with Fran Schumer,10,Non-fiction
Mary Doria Russell,1,Fiction
Mary E. Pearson ,1,Fiction
Mary El len Pinkham,5,Non-fiction
Mary Ell en Pinkham,11,Non-fiction
Mary Ellen Chase,87,Fiction
Mary Garden and Louis Bianc olli,7,Non-fiction
Mary Gordon,22,Fiction
Mary Higgin s Clark,1,Fiction
Mary Higgin s Clark and Carol,1,Fiction
Mary Higgins,1,Fiction
Mary Higgins  Clark and Carol,6,Fiction
Mary Higgins Cl ark,2,Fiction
Mary Higgins Cla rk,13,Fiction
Mary Higgins Clar k,28,Fiction
Mary Higgins Clar k and Alafair Burke,3,Fiction
Mary Higgins Clark,322,Fiction
Mary Higgins Clark ,36,Fiction
Mary Higgins Clark a nd Carol Higgins,1,Fiction
Mary Higgins Clark and  Alafair Burke,4,Fiction
Mary Higgins Clark and A lafair Burke,1,Fiction
Mary Higgins Clark and Ala fair Burke,1,Fiction
Mary Higgins Clark and Alaf air Burke,2,Fiction
Mary Higgins Clark and Alafair Burke,3,Fiction
Mary Higgins Clark and C arol Higgins Clark,4,Fiction
Mary Higgins Clark and Ca rol Higgins Clark,3,Fiction
Mary Higgins Clark and Carol H iggins Clark,9,Fiction
Mary Higgins Clark and Carol Hi ggins Clark,4,Fiction
Mary Higgins Clark and Carol Hig gins Clark,2,Fiction
Mary Higgins Clark and Carol Higgins,1,Fiction
Mary Higgins Clark and Carol Higgins Clark,1,Fiction
Mary Jane Ward,23,Fiction
Mary Jo Putney,1,Fiction
Mary Jordan,1,Non-fiction
Mary Karr,9,Non-fiction
Mary Kay Andrews,38,Fiction
Mary Kay Andrews ,1,Fiction
Mary King O'Donnell,2,Fiction
Mary Kubica,3,Fiction
Mary L. Trump,19,Non-fiction
Mary Lasswell,28,Fiction
Mary Lewis Co akley,10,Non-fiction
Mary Lewis Co akley. 13 10,1,Non-fiction
Mary Louise Kelly,3,Non-fiction
Mary Maguire Colum,3,Non-fiction
Mary Matalin and James Carville w ith Peter Knobler,4,Non-fiction
Mary Matalin and James Carville wi th Peter Knobler,4,Non-fiction
Mary McCarthy,64,Fiction
Mary Norris,5,Non-fiction
Mary O'Hara,23,Fiction
Mary Oliver,12,Fiction
Mary Pickford,6,Non-fiction
Mary Pipher,15,Non-fiction
Mary Renault,128,Fiction
Mary Roach,20,Non-fiction
Mary Roberts Rin ehart,2,Fiction
Mary Roberts Rinehart,53,Fiction
Mary Roberts Rinehart. ,5,Fiction
Mary Rodgers and Jesse Green,2,Non-fiction
Mary S. Lovell,10,Non-fiction
Mary Schiavo with Sabra Chartrand,3,Non-fiction
Mary Stewart,295,Fiction
Mary Tyler Moore,3,Non-fiction
Mary Wilson with Patricia Romanows ki and Ahrgus Juilliard,3,Non-fiction
Mary Wilson with Patricia Romanowsk i and Ahrgus Juilliard,4,Non-fiction
Mary-Kate Olsen and Ashley Olsen,1,Non-fiction
MaryJanice Davidson,2,Fiction
Marya Hornbacher,1,Non-fiction
Marylin Bender,2,Non-fiction
María Amparo Escandón,1,Fiction
Mat Best with Ross P atterson and Nils,2,Non-fiction
Mat Best with Ross Patterson and Nils Parker,1,Non-fiction
Mateo Askaripour,1,Fiction
Matika Wilbur,1,Non-fiction
Matt Drudge with Julia Phil lips,1,Non-fiction
Matt Drudge with Julia Phill ips,3,Non-fiction
Matt Haig,109,Fiction
Matt Hardy and Jeff Hardy wit h Michael Krugman,1,Non-fiction
Matt Hardy and Jeff Hardy with  Michael Krugman,1,Non-fiction
Matt Jones with Chris Tomlin,1,Non-fiction
Matt Kibbe,1,Non-fiction
Matt Parker,1,Non-fiction
Matt Taibbi,6,Non-fiction
Matt Weinstock,7,Non-fiction
Matt Zoller Seitz and A lan Sepinwall,1,Non-fiction
Matthew B. Crawford,2,Non-fiction
Matthew Berry,3,Non-fiction
Matthew Desmond,22,Non-fiction
Matthew Josephson,3,Non-fiction
Matthew McConaughey,99,Non-fiction
Matthew Pearl,6,Fiction
Matthew Perry,5,Non-fiction
Matthew Stover,10,Fiction
Matthew Thomas,3,Fiction
Matthew Walker,1,Non-fiction
Mattie J. T. Ste panek,2,Fiction
Mattie J. T. Stepanek with Jimmy Carter,1,Non-fiction
Maureen Callahan,8,Non-fiction
Maureen Dowd,18,Non-fiction
Maureen McCormick,3,Non-fiction
Maureen O'Hara with John Nicole tti,1,Non-fiction
Maureen Ryan,1,Non-fiction
Maurice Benard with  Susan Black,1,Non-fiction
Maurice Herzog,40,Non-fiction
Maurice Hindus,3,Fiction
Maurice Levaillant,1,Non-fiction
Maurice M. Milligan,8,Non-fiction
Maurice O'Sullivan,1,Non-fiction
Maurice Samuel,9,Fiction
Maurice Walsh,4,Fiction
Maurice Zolotow,7,Non-fiction
Max Blumenthal,1,Non-fiction
Max Boot,2,Non-fiction
Max Brooks,4,Fiction
Max Hastings,5,Non-fiction
Max Lerner,7,Non-fiction
Max Schulman,51,Fiction
Max Shulman,31,Fiction
Max Tegmark,2,Non-fiction
Max White,1,Fiction
Max Wylie,1,Fiction
Maxence van der Meersch,2,Fiction
Maxine Hong Kingston,10,Non-fiction
Maxwell King,1,Non-fiction
May Sarton,8,Fiction
May a Angelou,8,Non-fiction
Maya  Angelou,33,Non-fiction
Maya Angelou,51,Non-fiction
Maya Angelou ,2,Non-fiction
Mayte Garcia,2,Non-fiction
Maz De La Roche,1,Fiction
Mazo De La Roche,7,Fiction
Mazo De la Roche,10,Fiction
Mazo de la Roche,5,Fiction
McCready Huston,2,Fiction
McGeorge Bundy,1,Non-fiction
McKay Coppins,2,Non-fiction
Meg Greenfield,1,Non-fiction
Meg Wolitzer,10,Fiction
Megan Abbott,1,Fiction
Megan Fox,2,Fiction
Megan McCafferty,2,Fiction
Megan Miranda,7,Fiction
Megan Mull ally and Nick,1,Non-fiction
Megan Rapinoe with Emma Brockes,1,Non-fiction
Megha Majumdar,1,Fiction
Meghan O'Rourke,1,Non-fiction
Megyn Kelly,8,Non-fiction
Mel Brooks,4,Non-fiction
Mel Krantzler,5,Non-fiction
Mel Levine,29,Non-fiction
Melania Trump,6,Non-fiction
Melanie Benjamin,7,Fiction
Meli ssa Bank,10,Fiction
Melinda Gates,15,Non-fiction
Melinda Haynes,13,Fiction
Melis sa Bank,4,Fiction
Melissa Etheridge,1,Non-fiction
Melissa Etheridge  with Laura Morton,1,Non-fiction
Melissa Etheridge with L aura Morton,2,Non-fiction
Melissa Etheridge with La ura Morton,5,Non-fiction
Melissa Fitzgerald and Mary McCor mack,3,Non-fiction
Melissa Gilbert,5,Non-fiction
Melissa Rivers,3,Non-fiction
Melody Beattie,1,Non-fiction
Melvin Adams Ha ll,1,Non-fiction
Melvin Morse with Paul P erry,7,Non-fiction
Melvin Morse with Paul Pe rry,1,Non-fiction
Melvyn Bragg,6,Non-fiction
Meredith Baxter,2,Non-fiction
Merle Miller,58,Non-fiction
Merriman Smith,12,Non-fiction
Merv Griffin with Peter Barsocchini,3,Non-fiction
Meryl Gordon,1,Non-fiction
Meyer Berger,14,Non-fiction
Meyer Friedma n and Ray H,1,Non-fiction
Meyer Levin,71,Fiction
Mi chael Chabon,1,Fiction
Mia Farrow,5,Non-fiction
Michael  Brandman,2,Fiction
Michael  Mott,7,Non-fiction
Michael B randman,1,Fiction
Michael B. Oren,17,Non-fiction
Michael Baigent,5,Non-fiction
"Michael Baigent, Rich ard Leigh and Henry",10,Non-fiction
"Michael Baigent, Richa rd Leigh and Henry",3,Non-fiction
Michael Bergin,2,Non-fiction
Michael Beschloss,29,Non-fiction
Michael Bloomberg and Carl P ope,1,Non-fiction
Michael Bra ndman,2,Fiction
Michael Brandman,2,Fiction
Michael C.  Bender,1,Non-fiction
Michael C. Bender,2,Non-fiction
Michael Capuzzo,4,Non-fiction
Michael Chabon,21,Fiction
Michael Chabon ,2,Fiction
Michael Cohen,5,Non-fiction
Michael Connelly,215,Fiction
Michael Corbitt with Sam Giancan a,1,Non-fiction
Michael Crichton,267,Fiction
Michael Crichton and James Patterso n,1,Fiction
Michael Crichton and James Patterson ,9,Fiction
Michael Crichton and Richard Preston,4,Fiction
Michael Crichton writing as J effery Hudson,9,Fiction
Michael Cunningham,4,Fiction
Michael Diamond and Adam H orovitz,3,Non-fiction
Michael Diamond and Adam Ho rovitz,7,Non-fiction
Michael Dobbs,1,Non-fiction
Michael Dorris,2,Non-fiction
Michael Dorris and Lou ise Erdrich,6,Fiction
Michael Dorris and Loui se Erdrich,1,Fiction
Michael Drosnin,31,Non-fiction
Michael Drosnin ,3,Non-fiction
Michael Ende,12,Fiction
Michael Eric Dyson,9,Non-fiction
Michael F. Reilly and  William J. Slocum,2,Non-fiction
Michael Fanone and John Shiffma n,1,Non-fiction
Michael Finkel,13,Non-fiction
Michael Foster,13,Fiction
Michael Gates Gi ll,1,Non-fiction
Michael Gross,5,Non-fiction
Michael Gruber,1,Fiction
Michael Grunwald,1,Non-fiction
Michael Hammer  and James,16,Non-fiction
Michael Hammer and James,16,Non-fiction
Michael Harriot,3,Non-fiction
Michael Holley,2,Non-fiction
Michael Holroyd,1,Non-fiction
Michael Imperioli and St eve Schirripa with Philip,1,Non-fiction
Michael Isikoff,4,Non-fiction
Michael Isikoff and Daniel  Klaidman,1,Non-fiction
Michael Isikoff and David C orn,2,Non-fiction
Michael Isikoff and David Co rn,6,Non-fiction
Michael Isikoff and David Corn,2,Non-fiction
Michael J. Durant w ith Steven Hartov,1,Non-fiction
Michael J. Fox,33,Non-fiction
Michael Jackson,12,Non-fiction
Michael Jan Friedman,7,Fiction
Michael Jordan,4,Non-fiction
"Michael Jordan, edited by  Mark Vancil",1,Non-fiction
"Michael Jordan, edited by Mark Vancil",1,Non-fiction
Michael Jordan. Edi ted by Mark Vancil,3,Non-fiction
Michael Jordan. Edit ed by Mark Vancil,11,Non-fiction
Michael K. Deaver,2,Non-fiction
Michael K. Williams with  Jon Sternfeld,1,Non-fiction
Michael Kinsley,2,Non-fiction
Michael Korda,43,Non-fiction
Michael Kranish and Marc Fish er,2,Non-fiction
Michael Levine,4,Non-fiction
Michael Lewis,196,Non-fiction
Michael Lewis ,2,Non-fiction
Michael M. Thomas,6,Fiction
Michael Maccoby,18,Non-fiction
Michael Mann and Meg Gardiner,2,Fiction
Michael McDonald with Pa ul Reiser,1,Non-fiction
Michael McFaul,1,Non-fiction
Michael Moore,61,Non-fiction
Michael Morell,1,Non-fiction
Michael Morgenst ern,13,Non-fiction
Michael Moss,8,Non-fiction
Michael Mott,2,Non-fiction
Michael Norman and Eli zabeth M. Norman,2,Non-fiction
Michael Norman and Eliz abeth M. Norman,2,Non-fiction
